idx,timestamp_iso,lat,lng,accuracy_m,altitude_m,altitude_accuracy_m,heading_deg,speed_ms,speed_kmh,source
42,2026-03-31T10:04:39.712Z,30.0238882,31.201858,3.7899999618530273,42.76959228515625,0,343.1102600097656,17.856761932373047,64.28434295654297,gps
43,2026-03-31T10:04:40.712Z,30.0240465,31.2018109,3.7899999618530273,42.283203125,0,344.96234130859375,18.012710571289062,64.84575805664063,gps
44,2026-03-31T10:04:41.712Z,30.0242051,31.2017668,3.7899999618530273,42.1812744140625,0,346.27496337890625,17.973337173461914,64.70401382446289,gps
45,2026-03-31T10:04:42.712Z,30.0243601,31.2017267,3.7899999618530273,41.96685791015625,0,348.62225341796875,17.73300552368164,63.838819885253905,gps
46,2026-03-31T10:04:43.711Z,30.0245126,31.2016916,3.815999984741211,41.59674072265625,0,354.6802978515625,17.256027221679688,62.121697998046876,gps
47,2026-03-31T10:04:44.711Z,30.0246468,31.2016359,3.8559999465942383,41.133056640625,0,352.29815673828125,16.413660049438477,59.089176177978516,gps
48,2026-03-31T10:04:45.711Z,30.024779,31.2015843,3.8970000743865967,40.63409423828125,0,350.1379699707031,15.82822036743164,56.98159332275391,gps
49,2026-03-31T10:04:46.712Z,30.0249118,31.2015362,3.9760000705718994,40.71844482421875,0,349.4934387207031,15.546270370483398,55.966573333740236,gps
50,2026-03-31T10:04:47.712Z,30.0250438,31.2014945,4.138000011444092,41.202392578125,0,348.4952087402344,15.490036010742188,55.764129638671875,gps
51,2026-03-31T10:04:48.712Z,30.0251485,31.2014565,4.245999813079834,40.48211669921875,0,346.4777526855469,14.161328315734863,50.980781936645506,gps
52,2026-03-31T10:04:49.711Z,30.0252474,31.2014243,4.379000186920166,43.599998474121094,0,346.6155090332031,13.417461395263672,48.30286102294922,gps
53,2026-03-31T10:04:50.711Z,30.0253376,31.2013826,4.510000228881836,43.599998474121094,0,345.7666015625,12.643101692199707,45.51516609191895,gps
54,2026-03-31T10:04:51.711Z,30.0254353,31.2013478,4.567999839782715,43.599998474121094,0,345.5508117675781,11.954973220825195,43.03790359497071,gps
55,2026-03-31T10:04:52.711Z,30.0255299,31.201312,4.728000164031982,43.599998474121094,0,344.166015625,11.633139610290527,41.8793025970459,gps
56,2026-03-31T10:04:53.712Z,30.0256137,31.2012775,4.874000072479248,43.599998474121094,0,344.3939514160156,11.054466247558594,39.79607849121094,gps
57,2026-03-31T10:04:54.711Z,30.0256856,31.2012546,4.988999843597412,43.599998474121094,0,343.8521728515625,10.28672981262207,37.03222732543946,gps
58,2026-03-31T10:04:55.711Z,30.0257579,31.2012241,5.013999938964844,43.599998474121094,0,351.0456848144531,9.74247932434082,35.07292556762695,gps
59,2026-03-31T10:04:56.711Z,30.0258375,31.2012097,5.340000152587891,43.599998474121094,0,358.04736328125,9.452372550964355,34.02854118347168,gps
60,2026-03-31T10:04:57.712Z,30.0259172,31.2012063,5.830999851226807,43.599998474121094,0,3.1598446369171143,9.288019180297852,33.436869049072264,gps
61,2026-03-31T10:05:05.751Z,30.0281022,31.2005654,100,43.599998474121094,0,0,0,0,gps
62,2026-03-31T10:05:10.834Z,30.0281022,31.2005654,100,43.599998474121094,0,0,0,0,gps
63,2026-03-31T10:05:13.710Z,30.0265629,31.2010126,33.7760009765625,43.599998474121094,0,348,1.5499999523162842,5.579999828338623,gps
64,2026-03-31T10:05:14.711Z,30.0264313,31.2010445,31.548999786376953,43.599998474121094,0,348,0.4300000071525574,1.5480000257492066,gps
65,2026-03-31T10:05:15.712Z,30.0263715,31.2010727,29.92099952697754,43.599998474121094,0,0,0,0,gps
66,2026-03-31T10:05:16.711Z,30.0263581,31.2010747,28.5049991607666,43.599998474121094,0,351,0.2800000011920929,1.0080000042915345,gps
67,2026-03-31T10:05:17.711Z,30.0263626,31.201086,26.555999755859375,43.599998474121094,0,341,0.23999999463558197,0.8639999806880951,gps
68,2026-03-31T10:05:18.711Z,30.026362,31.2010991,24.822999954223633,43.599998474121094,0,335,0.28999999165534973,1.043999969959259,gps
69,2026-03-31T10:05:19.711Z,30.0263164,31.2011117,21.854000091552734,43.599998474121094,0,0,0,0,gps
70,2026-03-31T10:05:20.712Z,30.0263031,31.2011156,19.573999404907227,43.599998474121094,0,0,0,0,gps
71,2026-03-31T10:05:21.712Z,30.0263004,31.2011289,16.108999252319336,43.599998474121094,0,0,0,0,gps
72,2026-03-31T10:05:22.711Z,30.0262986,31.2011325,14.987000465393066,43.599998474121094,0,0,0,0,gps
73,2026-03-31T10:05:23.711Z,30.0263022,31.2011316,14.293999671936035,43.599998474121094,0,0,0,0,gps
74,2026-03-31T10:05:24.710Z,30.0263136,31.2011293,13.562999725341797,43.599998474121094,0,0,0,0,gps
75,2026-03-31T10:05:25.712Z,30.0263266,31.2011287,12.791999816894531,43.599998474121094,0,0,0,0,gps
76,2026-03-31T10:05:26.712Z,30.0263272,31.2011296,12.218000411987305,43.599998474121094,0,0,0,0,gps
77,2026-03-31T10:05:27.711Z,30.026305,31.201134,11.890999794006348,43.599998474121094,0,0,0,0,gps
78,2026-03-31T10:05:28.711Z,30.0262967,31.2011366,11.807000160217285,43.599998474121094,0,0,0,0,gps
79,2026-03-31T10:05:29.711Z,30.0262935,31.2011379,12.039999961853027,43.599998474121094,0,0,0,0,gps
80,2026-03-31T10:05:30.711Z,30.0262929,31.2011382,12.218999862670898,43.599998474121094,0,0,0,0,gps
81,2026-03-31T10:05:31.711Z,30.0262902,31.2011379,12.442999839782715,43.599998474121094,0,0,0,0,gps
82,2026-03-31T10:05:32.712Z,30.0262838,31.2011383,12.779000282287598,43.599998474121094,0,0,0,0,gps
83,2026-03-31T10:05:33.712Z,30.0262781,31.2011408,12.656000137329102,43.599998474121094,0,0,0,0,gps
84,2026-03-31T10:05:34.711Z,30.0262716,31.2011438,12.425999641418457,43.599998474121094,0,0,0,0,gps
85,2026-03-31T10:05:35.711Z,30.0262839,31.2011388,11.982000350952148,43.599998474121094,0,0,0,0,gps
86,2026-03-31T10:05:36.711Z,30.0263026,31.2011344,11.937999725341797,43.599998474121094,0,0,0,0,gps
87,2026-03-31T10:05:37.711Z,30.0263156,31.2011289,11.569000244140625,43.599998474121094,0,0,0,0,gps
88,2026-03-31T10:05:38.711Z,30.0263349,31.201118,11.460000038146973,43.599998474121094,0,0,0,0,gps
89,2026-03-31T10:05:39.711Z,30.0263423,31.2011142,11.303000450134277,43.599998474121094,0,0,0,0,gps
90,2026-03-31T10:05:40.712Z,30.0263464,31.2011119,10.819000244140625,43.599998474121094,0,0,0,0,gps
91,2026-03-31T10:05:41.712Z,30.0263422,31.201112,10.201000213623047,43.599998474121094,0,0,0,0,gps
92,2026-03-31T10:05:42.712Z,30.0263521,31.2011101,9.609000205993652,43.599998474121094,0,0,0,0,gps
93,2026-03-31T10:05:43.712Z,30.0263445,31.2011099,8.85099983215332,43.599998474121094,0,0,0,0,gps
94,2026-03-31T10:05:44.712Z,30.0263417,31.2011087,8.503000259399414,43.599998474121094,0,0,0,0,gps
95,2026-03-31T10:05:45.712Z,30.0263464,31.2011058,7.243000030517578,43.599998474121094,0,0,0,0,gps
96,2026-03-31T10:05:46.712Z,30.0263526,31.2010984,6.754000186920166,43.599998474121094,0,0,0,0,gps
97,2026-03-31T10:05:47.712Z,30.0263577,31.2010931,5.585000038146973,43.599998474121094,0,0,0,0,gps
98,2026-03-31T10:05:48.711Z,30.0264184,31.2010649,5.285999774932861,44.8165283203125,0,344,6.400000095367432,23.040000343322756,gps
99,2026-03-31T10:05:49.712Z,30.0264681,31.201038,4.675000190734863,45.40521240234375,0,335,6.420000076293945,23.112000274658204,gps
100,2026-03-31T10:05:50.710Z,30.0265232,31.2010096,4.178999900817871,45.69451904296875,0,337,6.510000228881836,23.43600082397461,gps
101,2026-03-31T10:05:51.712Z,30.026641,31.2009536,3.8299999237060547,42.57391357421875,0,337,8.279999732971191,29.80799903869629,gps
102,2026-03-31T10:05:52.711Z,30.0267545,31.200933,3.822999954223633,42.15399169921875,0,343,9.8100004196167,35.31600151062012,gps
103,2026-03-31T10:05:53.710Z,30.0268585,31.200895,3.7899999618530273,41.67462158203125,0,342,10.649999618530273,38.33999862670898,gps
104,2026-03-31T10:05:54.711Z,30.0269598,31.2008645,3.7899999618530273,40.78533935546875,0,343,11.0600004196167,39.81600151062012,gps
105,2026-03-31T10:05:55.711Z,30.0270621,31.2008311,3.7899999618530273,40.7877197265625,0,342,11.210000038146973,40.356000137329104,gps
106,2026-03-31T10:05:56.712Z,30.027163,31.2007917,3.8010001182556152,41.32470703125,0,343,11.720000267028809,42.19200096130371,gps
107,2026-03-31T10:05:57.711Z,30.0272694,31.2007619,3.890000104904175,40.8192138671875,0,345,11.699999809265137,42.11999931335449,gps
108,2026-03-31T10:05:58.711Z,30.0273811,31.2007141,4.002999782562256,40.25506591796875,0,345,12.430000305175781,44.74800109863281,gps
109,2026-03-31T10:05:59.712Z,30.0274919,31.200694,4.2779998779296875,41.80804443359375,0,345,12.760000228881836,45.93600082397461,gps
110,2026-03-31T10:06:00.711Z,30.0276142,31.2006271,4.357999801635742,40.366455078125,0,345,13.09000015258789,47.124000549316406,gps
111,2026-03-31T10:06:01.711Z,30.0277589,31.200565,4.442999839782715,39.45709228515625,0,342,14.739999771118164,53.06399917602539,gps
112,2026-03-31T10:06:02.712Z,30.0279001,31.2005001,4.51200008392334,39.08856201171875,0,343,15.140000343322754,54.504001235961915,gps
113,2026-03-31T10:06:03.711Z,30.0280281,31.2004535,4.416999816894531,39.3831787109375,0,341,15.170000076293945,54.61200027465821,gps
114,2026-03-31T10:06:04.711Z,30.0281511,31.200384,4.339000225067139,40.36724853515625,0,324,14.899999618530273,53.63999862670899,gps
115,2026-03-31T10:06:05.711Z,30.0282745,31.2003091,4.1519999504089355,39.926025390625,0,335,15.279999732971191,55.00799903869629,gps
116,2026-03-31T10:06:06.711Z,30.0284055,31.2002389,4.001999855041504,38.60992431640625,0,341,15.5600004196167,56.01600151062012,gps
117,2026-03-31T10:06:07.711Z,30.0285407,31.2001802,4.020999908447266,38.30877685546875,0,339,15.65999984741211,56.375999450683594,gps
118,2026-03-31T10:06:08.712Z,30.0286769,31.2001151,4.328000068664551,38.51336669921875,0,338,15.970000267028809,57.49200096130371,gps
119,2026-03-31T10:06:09.712Z,30.0288118,31.200057,4.389999866485596,39.19976806640625,0,339,15.949999809265137,57.419999313354495,gps
120,2026-03-31T10:06:10.712Z,30.0289492,31.1999952,4.416999816894531,40.21990966796875,0,339,15.789999961853027,56.8439998626709,gps
121,2026-03-31T10:06:11.712Z,30.0290865,31.1999321,4.413000106811523,40.60308837890625,0,338,15.710000038146973,56.5560001373291,gps
122,2026-03-31T10:06:12.711Z,30.0292214,31.1998789,5.564000129699707,40.9661865234375,0,342,15.600000381469727,56.16000137329102,gps
123,2026-03-31T10:06:13.712Z,30.0293442,31.1998268,6.489999771118164,42.17767333984375,0,344,15.079999923706055,54.2879997253418,gps
124,2026-03-31T10:06:14.712Z,30.0294765,31.199757,7.107999801635742,41.87261962890625,0,340,15.289999961853027,55.0439998626709,gps
125,2026-03-31T10:06:15.712Z,30.0296035,31.1996962,8.121999740600586,41.3741455078125,0,338,15.289999961853027,55.0439998626709,gps
126,2026-03-31T10:06:16.712Z,30.0297178,31.1996216,10.274999618530273,41.30633544921875,0,340,15.119999885559082,54.431999588012694,gps
127,2026-03-31T10:06:17.711Z,30.029848,31.1995432,10.269000053405762,40.67657470703125,0,336,15.949999809265137,57.419999313354495,gps
128,2026-03-31T10:06:18.712Z,30.0299864,31.1994612,10.267999649047852,40.880615234375,0,337,16.040000915527344,57.74400329589844,gps
129,2026-03-31T10:06:19.712Z,30.0301212,31.1993734,10.225000381469727,39.87872314453125,0,336,16.079999923706055,57.8879997253418,gps
130,2026-03-31T10:06:20.712Z,30.0302428,31.1992962,10.156999588012695,39.82196044921875,0,332,15.8100004196167,56.91600151062012,gps
131,2026-03-31T10:06:21.711Z,30.030365,31.1992337,10.119999885559082,40.15673828125,0,332,14.989999771118164,53.96399917602539,gps
132,2026-03-31T10:06:22.712Z,30.0304894,31.1991569,10.008999824523926,40.108642578125,0,332,15.15999984741211,54.5759994506836,gps
133,2026-03-31T10:06:23.710Z,30.0306212,31.1990789,10.03499984741211,40.1746826171875,0,332,15.789999961853027,56.8439998626709,gps
134,2026-03-31T10:06:24.711Z,30.0307479,31.199004,10.09000015258789,40.2298583984375,0,332,15.789999961853027,56.8439998626709,gps
135,2026-03-31T10:06:32.744Z,30.0289402,31.1998497,200,40.2298583984375,0,0,0,0,gps
136,2026-03-31T10:06:38.599Z,30.0289402,31.1998497,200,40.2298583984375,0,0,0,0,gps
137,2026-03-31T10:06:43.689Z,30.0289402,31.1998497,200,40.2298583984375,0,0,0,0,gps
138,2026-03-31T10:06:50.010Z,30.0304284,31.199134,100,40.2298583984375,0,0,0,0,gps
139,2026-03-31T10:06:55.560Z,30.0304284,31.199134,100,40.2298583984375,0,0,0,0,gps
140,2026-03-31T10:07:01.852Z,30.0304284,31.199134,100,40.2298583984375,0,0,0,0,gps
141,2026-03-31T10:07:06.926Z,30.0304284,31.199134,100,40.2298583984375,0,0,0,0,gps
142,2026-03-31T10:07:12.019Z,30.0304284,31.199134,100,40.2298583984375,0,0,0,0,gps
143,2026-03-31T10:07:17.533Z,30.0304284,31.199134,100,40.2298583984375,0,0,0,0,gps
144,2026-03-31T10:07:23.822Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
145,2026-03-31T10:07:30.121Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
146,2026-03-31T10:07:35.133Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
147,2026-03-31T10:07:40.215Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
148,2026-03-31T10:07:45.282Z,30.0359043,31.2005654,100,40.2298583984375,0,0,0,0,gps
149,2026-03-31T10:07:50.358Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
150,2026-03-31T10:07:55.993Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
151,2026-03-31T10:08:01.522Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
152,2026-03-31T10:08:07.052Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
153,2026-03-31T10:08:12.593Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
154,2026-03-31T10:08:18.112Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
155,2026-03-31T10:08:23.650Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
156,2026-03-31T10:08:29.183Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
157,2026-03-31T10:08:35.470Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
158,2026-03-31T10:08:40.999Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
159,2026-03-31T10:08:46.310Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
160,2026-03-31T10:08:52.606Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
161,2026-03-31T10:08:58.924Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
162,2026-03-31T10:09:05.205Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
163,2026-03-31T10:09:11.590Z,30.0359982,31.2002075,100,40.2298583984375,0,0,0,0,gps
164,2026-03-31T10:09:16.657Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
165,2026-03-31T10:09:21.736Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
166,2026-03-31T10:09:28.052Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
167,2026-03-31T10:09:33.637Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
168,2026-03-31T10:09:39.954Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
169,2026-03-31T10:09:46.254Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
170,2026-03-31T10:09:52.651Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
171,2026-03-31T10:09:57.728Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
172,2026-03-31T10:10:04.014Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
173,2026-03-31T10:10:09.320Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
174,2026-03-31T10:10:14.327Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
175,2026-03-31T10:10:19.643Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
176,2026-03-31T10:10:24.945Z,30.0385616,31.2127317,200,40.2298583984375,0,0,0,0,gps
177,2026-03-31T10:10:30.037Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
178,2026-03-31T10:10:35.349Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
179,2026-03-31T10:10:40.657Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
180,2026-03-31T10:10:46.042Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
181,2026-03-31T10:10:51.331Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
182,2026-03-31T10:10:57.655Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
183,2026-03-31T10:11:02.731Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
184,2026-03-31T10:11:07.816Z,30.0385616,31.2127317,100,40.2298583984375,0,0,0,0,gps
185,2026-03-31T10:11:54.560Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
186,2026-03-31T10:12:00.957Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
187,2026-03-31T10:12:07.242Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
188,2026-03-31T10:12:13.531Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
189,2026-03-31T10:12:18.614Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
190,2026-03-31T10:12:23.706Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
191,2026-03-31T10:12:29.998Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
192,2026-03-31T10:12:36.367Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
193,2026-03-31T10:12:41.440Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
194,2026-03-31T10:12:46.512Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
195,2026-03-31T10:12:51.523Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
196,2026-03-31T10:12:57.817Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
197,2026-03-31T10:13:03.165Z,30.042611,31.2245391,200,40.2298583984375,0,0,0,0,gps
198,2026-03-31T10:13:45.039Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
199,2026-03-31T10:13:51.321Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
200,2026-03-31T10:13:56.389Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
201,2026-03-31T10:14:01.931Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
202,2026-03-31T10:14:07.456Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
203,2026-03-31T10:14:12.772Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
204,2026-03-31T10:14:18.312Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
205,2026-03-31T10:14:23.622Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
206,2026-03-31T10:14:29.146Z,30.0445285,31.2345565,200,40.2298583984375,0,0,0,0,gps
207,2026-03-31T10:14:35.467Z,30.0442035,31.2345565,100,40.2298583984375,0,0,0,0,gps
208,2026-03-31T10:14:40.776Z,30.0438274,31.2359875,200,40.2298583984375,0,0,0,0,gps
209,2026-03-31T10:14:46.082Z,30.0438274,31.2359875,200,40.2298583984375,0,0,0,0,gps
210,2026-03-31T10:14:51.373Z,30.0438274,31.2359875,200,40.2298583984375,0,0,0,0,gps
211,2026-03-31T10:14:56.944Z,30.0438274,31.2359875,200,40.2298583984375,0,0,0,0,gps
212,2026-03-31T10:15:02.557Z,30.0438274,31.2359875,200,40.2298583984375,0,0,0,0,gps
213,2026-03-31T10:15:08.122Z,30.0437594,31.2362463,100,40.2298583984375,0,106.88268280029297,1.0900617837905884,3.9242224216461183,gps
214,2026-03-31T10:15:13.679Z,30.0437374,31.2363299,100,40.2298583984375,0,106.88268280029297,1.2581273317337036,4.529258394241333,gps
215,2026-03-31T10:15:19.306Z,30.0437277,31.236367,100,40.2298583984375,0,106.88268280029297,0.9981534481048584,3.5933524131774903,gps
216,2026-03-31T10:15:24.917Z,30.0441757,31.2361593,100,40.2298583984375,0,345.19012451171875,3.6769657135009766,13.237076568603516,gps
217,2026-03-31T10:15:30.483Z,30.0444274,31.236035,100,40.2298583984375,0,341.01318359375,4.38619327545166,15.790295791625978,gps
218,2026-03-31T10:15:35.489Z,30.0445366,31.2359759,100,40.2298583984375,0,339.4222106933594,3.7563669681549072,13.522921085357666,gps
